date,rating,text,thumbs_up,city,primary_theme,review_id
2026-01-16,5,Car arrived in under 3 minutes! Faster than any Uber I've ordered.,7,San Francisco,wait_times,2257
2026-01-16,5,Silky smooth ride every time. The car is so gentle with acceleration and braking.,12,San Francisco,ride_smoothness,2258
2026-01-16,5,Amazing technology. I tell everyone about Waymo. It's truly impressive. I feel genuinely safer in a Waymo than with some of the rideshare drivers I've had.,0,Austin,general_experience,2259
2026-01-16,4,Pleasantly surprised by the quick pickup. Only waited 2 minutes.,0,Atlanta,wait_times,2260
2026-01-16,5,The ride quality alone makes this worth it. So much smoother than human drivers. The service area is growing fast. Can now get rides to places I couldn't before.,2,Phoenix,ride_smoothness,2261
2026-01-16,5,The 360 sensors catch things a human driver would miss. Feels very secure.,3,San Francisco,safety_trust,2262
2026-01-16,5,The ride quality alone makes this worth it. So much smoother than human drivers.,3,Austin,ride_smoothness,2263
2026-01-16,5,The service area is growing fast. Can now get rides to places I couldn't before. The estimated arrival time was accurate. Car showed up right on time.,3,Austin,coverage_area,2264
2026-01-16,3,The new Atlanta service area is great. Covers most of the places I need to go. The car accelerated really aggressively merging onto the freeway. Uncomfortable.,1,Los Angeles,coverage_area,2265
2026-01-16,4,"Consistently smooth rides. The car navigates complex intersections with ease. Please expand to more cities! I want this everywhere, not just SF and Phoenix.",0,Austin,ride_smoothness,2266
2026-01-16,5,Really impressed by how smooth the driving is. My coffee didn't spill once! Can't use it for my daily commute because my office is outside the service area.,2,Austin,ride_smoothness,2267
2026-01-16,5,Best rideshare experience available. The novelty never wears off.,3,Atlanta,general_experience,2268
2026-01-16,5,Trust in the technology has grown with every ride. Now I prefer it over human drivers. My biggest frustration is the limited coverage area. Can't get to the airport yet.,0,San Francisco,safety_trust,2269
2026-01-17,4,"Love how the car takes turns - no jerky movements, just smooth sailing.",1,Austin,ride_smoothness,2270
2026-01-17,3,The wait times are ridiculous in my area. 15-20 minutes every single time.,1,Atlanta,wait_times,2271
2026-01-17,5,Smoother than any Uber ride I've ever taken. The car handles turns and stops so gently.,1,Miami,ride_smoothness,2272
2026-01-17,1,The app drains my battery like crazy. Needs optimization badly. Not fully confident yet. The car sometimes makes decisions that feel unpredictable.,6,Miami,app_experience,2273
2026-01-17,2,"Please expand to more cities! I want this everywhere, not just SF and Phoenix.",1,Phoenix,coverage_area,2274
2026-01-17,3,Estimated 8 minute wait turned into 22 minutes. Very frustrating.,1,San Francisco,wait_times,2275
2026-01-17,2,Ride was choppy in construction zones. The car kept stopping and starting.,7,Miami,ride_smoothness,2276
2026-01-17,3,Service area is still too small. Half my regular destinations aren't covered. Got nervous when the car hesitated at a 4-way stop for way too long.,0,Atlanta,coverage_area,2277
2026-01-17,4,"Cheaper than I expected for an autonomous car ride. Very competitive pricing. The car brakes too hard sometimes, especially at yellow lights. Jerky stops.",3,San Francisco,pricing,2278
2026-01-17,5,The app experience is premium. Love the music and climate controls in the app.,4,Atlanta,app_experience,2279
2026-01-17,2,Service area is still too small. Half my regular destinations aren't covered.,0,San Francisco,coverage_area,2280
2026-01-17,3,Pricing is fair and often cheaper than Uber during surge times. The app is clean and easy to use. Love being able to track the car in real-time.,0,Miami,pricing,2281
2026-01-17,4,The ride quality alone makes this worth it. So much smoother than human drivers.,0,Austin,ride_smoothness,2282
2026-01-17,4,The driving quality is outstanding. Handles highway merges and city traffic beautifully. Good concept but not ready for prime time yet. Too many quirks.,0,San Francisco,ride_smoothness,2283
2026-01-17,5,Amazing technology. I tell everyone about Waymo. It's truly impressive. The new Atlanta service area is great. Covers most of the places I need to go.,3,Los Angeles,general_experience,2284
2026-01-17,3,Love the ride but hate the wait. 20 minutes is not acceptable when I'm late.,12,San Francisco,wait_times,2285
2026-01-17,5,The ride quality alone makes this worth it. So much smoother than human drivers.,3,Miami,ride_smoothness,2286
2026-01-17,5,"After 100+ rides, I can say this is the most reliable transportation option I have.",6,San Francisco,general_experience,2287
2026-01-18,5,Converted my whole family to Waymo. We barely use regular rideshare anymore.,2,Austin,general_experience,2288
2026-01-18,5,The estimated arrival time was accurate. Car showed up right on time.,5,Austin,wait_times,2289
2026-01-18,1,The availability is terrible during rush hour. Had to wait over 20 minutes twice.,5,San Francisco,wait_times,2290
2026-01-18,5,The defensive driving is excellent. The car gives cyclists extra space automatically.,9,San Francisco,safety_trust,2291
2026-01-18,5,Smoother than any Uber ride I've ever taken. The car handles turns and stops so gently.,3,Los Angeles,ride_smoothness,2292
2026-01-18,3,Had a bad experience where the car took a very weird route. Added 10 min to my trip.,6,Atlanta,general_experience,2293
2026-01-18,5,Love that there's no surge pricing. The predictable fares are a huge plus.,5,Atlanta,pricing,2294
2026-01-18,1,My biggest frustration is the limited coverage area. Can't get to the airport yet.,5,San Francisco,coverage_area,2295
2026-01-18,5,The ride quality alone makes this worth it. So much smoother than human drivers.,3,Atlanta,ride_smoothness,2296
2026-01-18,1,My biggest frustration is the limited coverage area. Can't get to the airport yet.,0,Atlanta,coverage_area,2297
2026-01-18,1,"Love the ride but hate the wait. 20 minutes is not acceptable when I'm late. Simple, clean interface. Booking a ride takes literally 10 seconds.",1,Atlanta,wait_times,2298
2026-01-18,5,Converted my whole family to Waymo. We barely use regular rideshare anymore.,2,Los Angeles,general_experience,2299
2026-01-18,2,"Wait times have gotten worse recently. Used to be 5 min, now it's 15+. Coverage in SF is excellent now. Can go almost anywhere in the city.",6,San Francisco,wait_times,2300
2026-01-18,2,"Wait times have gotten worse recently. Used to be 5 min, now it's 15+.",4,Atlanta,wait_times,2301
2026-01-18,2,Payment processing failed twice. Had to reinstall the app to fix it.,3,San Francisco,app_experience,2302
2026-01-18,1,Got nervous when the car hesitated at a 4-way stop for way too long.,0,San Francisco,safety_trust,2303
2026-01-18,4,"Life-changing service for someone who can't drive. Thank you Waymo! The autonomous driving is remarkably smooth. Braking, acceleration, lane changes - all very natural.",1,San Francisco,general_experience,2304
2026-01-18,5,The ride was incredibly smooth. Way better than most human drivers I've had in rideshare.,0,Los Angeles,ride_smoothness,2305
2026-01-18,5,The ride was incredibly smooth. Way better than most human drivers I've had in rideshare. The wait times are ridiculous in my area. 15-20 minutes every single time.,2,San Francisco,ride_smoothness,2306
2026-01-18,2,Got nervous when the car hesitated at a 4-way stop for way too long. Love that there's no surge pricing. The predictable fares are a huge plus.,2,San Francisco,safety_trust,2307
2026-01-18,2,Got nervous when the car hesitated at a 4-way stop for way too long.,1,San Francisco,safety_trust,2308
2026-01-18,5,The ride was incredibly smooth. Way better than most human drivers I've had in rideshare.,0,Los Angeles,ride_smoothness,2309
2026-01-18,3,The estimated arrival time was accurate. Car showed up right on time.,1,Los Angeles,wait_times,2310
2026-01-18,3,Consistently smooth rides. The car navigates complex intersections with ease.,3,Austin,ride_smoothness,2311
2026-01-18,2,Would rate 5 stars if not for the consistently long wait times in my neighborhood.,3,Austin,wait_times,2312
2026-01-19,1,The holiday pricing was outrageous. Nearly double what I normally pay.,0,Miami,pricing,2313
2026-01-19,3,Coverage in SF is excellent now. Can go almost anywhere in the city. Converted my whole family to Waymo. We barely use regular rideshare anymore.,0,Phoenix,coverage_area,2314
2026-01-19,4,Quick pickup even during evening rush. Really improving on availability. The service area is growing fast. Can now get rides to places I couldn't before.,0,Austin,wait_times,2315
2026-01-19,2,Pricing during peak hours is getting close to Uber Black rates. Too expensive.,0,Los Angeles,pricing,2316
2026-01-19,5,The car handled a sudden obstacle in the road perfectly. Very impressive safety response.,2,Los Angeles,safety_trust,2317
2026-01-19,5,Silky smooth ride every time. The car is so gentle with acceleration and braking.,5,Atlanta,ride_smoothness,2318
2026-01-19,2,Payment processing failed twice. Had to reinstall the app to fix it. The estimated arrival time was accurate. Car showed up right on time.,0,San Francisco,app_experience,2319
2026-01-19,3,Best ride quality of any rideshare service. The car drives like a luxury chauffeur.,0,Phoenix,ride_smoothness,2320
2026-01-19,2,The coverage map is confusing and the boundaries keep changing.,3,Los Angeles,coverage_area,2321
2026-01-19,4,"The autonomous driving is remarkably smooth. Braking, acceleration, lane changes - all very natural.",0,Los Angeles,ride_smoothness,2322
2026-01-19,5,The 360 sensors catch things a human driver would miss. Feels very secure.,0,Atlanta,safety_trust,2323
2026-01-19,2,Payment processing failed twice. Had to reinstall the app to fix it.,1,San Francisco,app_experience,2324
2026-01-19,4,The new Atlanta service area is great. Covers most of the places I need to go.,0,Austin,coverage_area,2325
2026-01-19,5,Car arrived in under 3 minutes! Faster than any Uber I've ordered.,1,Los Angeles,wait_times,2326
2026-01-19,5,The app is clean and easy to use. Love being able to track the car in real-time.,2,Los Angeles,app_experience,2327
2026-01-19,5,Love that there's no surge pricing. The predictable fares are a huge plus. The GPS location for pickup is often off by half a block. Confusing.,9,Los Angeles,pricing,2328
2026-01-19,1,Can never get a car when I actually need one. Wait times need serious improvement. The 360 sensors catch things a human driver would miss. Feels very secure.,3,Phoenix,wait_times,2329
2026-01-19,4,The app experience is premium. Love the music and climate controls in the app.,2,Phoenix,app_experience,2330
2026-01-20,4,Wait time has gotten so much better in the last few months. Usually under 5 min now. Coverage in SF is excellent now. Can go almost anywhere in the city.,0,San Francisco,wait_times,2331
2026-01-20,4,The ride was incredibly smooth. Way better than most human drivers I've had in rideshare.,1,Austin,ride_smoothness,2332
2026-01-20,1,Can never get a car when I actually need one. Wait times need serious improvement. App froze mid-ride and I couldn't see my route or ETA. Stressful.,0,Los Angeles,wait_times,2333
2026-01-20,1,Wish they would expand to the suburbs. I can only use it in the city center.,3,Austin,coverage_area,2334
2026-01-20,5,"The ride quality alone makes this worth it. So much smoother than human drivers. The future is here and it's amazing. Clean car, no awkward conversation, perfect ride.",3,Los Angeles,ride_smoothness,2335
2026-01-20,2,The novelty wore off. Now I just notice the long waits and limited coverage. The fare estimate was $15 but I was charged $22. Pricing transparency needs work.,2,Los Angeles,general_experience,2336
2026-01-20,4,The car is incredibly cautious at crosswalks and around pedestrians. Trust it completely.,1,San Francisco,safety_trust,2337
2026-01-20,4,So glad they expanded to my neighborhood! Coverage keeps getting better.,4,San Francisco,coverage_area,2338
2026-01-20,3,Love the ride but hate the wait. 20 minutes is not acceptable when I'm late.,1,Phoenix,wait_times,2339
2026-01-20,1,Had to cancel after waiting 18 minutes. No cars available apparently.,7,San Francisco,wait_times,2340
2026-01-21,1,Can never get a car when I actually need one. Wait times need serious improvement.,3,Los Angeles,wait_times,2341
2026-01-21,4,Best tech product I've used this year. Waymo is genuinely impressive.,0,San Francisco,general_experience,2342
2026-01-21,4,Life-changing service for someone who can't drive. Thank you Waymo!,2,Los Angeles,general_experience,2343
2026-01-21,4,The 360 sensors catch things a human driver would miss. Feels very secure.,2,San Francisco,safety_trust,2344
2026-01-21,2,The wait times are ridiculous in my area. 15-20 minutes every single time.,5,Atlanta,wait_times,2345
2026-01-21,3,Wait time has gotten so much better in the last few months. Usually under 5 min now.,0,Miami,wait_times,2346
2026-01-21,4,The ride was incredibly smooth. Way better than most human drivers I've had in rideshare.,0,Los Angeles,ride_smoothness,2347
2026-01-21,2,Got nervous when the car hesitated at a 4-way stop for way too long. The service area is growing fast. Can now get rides to places I couldn't before.,4,Atlanta,safety_trust,2348
2026-01-21,5,"After 100+ rides, I can say this is the most reliable transportation option I have.",1,Los Angeles,general_experience,2349
2026-01-21,2,Wish they would expand to the suburbs. I can only use it in the city center.,6,Miami,coverage_area,2350
2026-01-22,3,Best rideshare experience available. The novelty never wears off.,1,San Francisco,general_experience,2351
2026-01-22,1,"Please expand to more cities! I want this everywhere, not just SF and Phoenix.",0,Los Angeles,coverage_area,2352
2026-01-22,1,Prices have gone up a lot recently. It used to be much more affordable.,0,Austin,pricing,2353
2026-01-22,3,The service area is growing fast. Can now get rides to places I couldn't before.,2,Austin,coverage_area,2354
2026-01-22,2,Can never get a car when I actually need one. Wait times need serious improvement.,1,Austin,wait_times,2355
2026-01-22,5,The new Atlanta service area is great. Covers most of the places I need to go. Prices have gone up a lot recently. It used to be much more affordable.,8,Austin,coverage_area,2356
2026-01-22,5,Consistently smooth rides. The car navigates complex intersections with ease. Waited 25 minutes for a pickup. This is my biggest complaint with the service.,1,Phoenix,ride_smoothness,2357
2026-01-22,3,Can never get a car when I actually need one. Wait times need serious improvement.,0,Austin,wait_times,2358
2026-01-22,4,Really polished app. The ride tracking and ETA features work perfectly. Coverage in SF is excellent now. Can go almost anywhere in the city.,0,Austin,app_experience,2359
2026-01-22,5,Great value for the ride quality you get. Worth every penny.,0,Phoenix,pricing,2360
2026-01-22,1,"Please expand to more cities! I want this everywhere, not just SF and Phoenix.",4,Phoenix,coverage_area,2361
2026-01-22,4,Smoother than any Uber ride I've ever taken. The car handles turns and stops so gently.,7,Atlanta,ride_smoothness,2362
2026-01-22,3,Love the ride but hate the wait. 20 minutes is not acceptable when I'm late. Had a close call with a cyclist. The car saw them late and braked hard.,1,Phoenix,wait_times,2363
2026-01-22,3,The car accelerated really aggressively merging onto the freeway. Uncomfortable. Had trouble with the app not recognizing my pickup location in a parking garage.,3,Miami,ride_smoothness,2364
2026-01-22,3,Pricing is fair and often cheaper than Uber during surge times.,1,Los Angeles,pricing,2365
2026-01-22,1,Lots of unnecessary lane changes that made the ride feel less smooth than expected.,2,San Francisco,ride_smoothness,2366
2026-01-22,4,Cheaper than I expected for an autonomous car ride. Very competitive pricing.,1,Phoenix,pricing,2367
2026-01-23,4,Smoother than any Uber ride I've ever taken. The car handles turns and stops so gently.,6,Atlanta,ride_smoothness,2368
2026-01-23,3,"So glad they expanded to my neighborhood! Coverage keeps getting better. The car brakes too hard sometimes, especially at yellow lights. Jerky stops.",2,San Francisco,coverage_area,2369
2026-01-23,1,App crashes frequently when trying to set a destination. Really annoying.,1,Atlanta,app_experience,2370
2026-01-23,3,The biggest issue is reliability of pickup times. I've been burned too many times. Took my first ride today and was amazed at how safe it felt. Converted skeptic.,0,San Francisco,wait_times,2371
2026-01-23,5,The ride was incredibly smooth. Way better than most human drivers I've had in rideshare. Pricing is fair and often cheaper than Uber during surge times.,2,Austin,ride_smoothness,2372
2026-01-23,5,Consistently smooth rides. The car navigates complex intersections with ease.,9,Miami,ride_smoothness,2373
2026-01-23,2,Can never get a car when I actually need one. Wait times need serious improvement.,0,Austin,wait_times,2374
2026-01-23,4,"After 100+ rides, I can say this is the most reliable transportation option I have.",11,Los Angeles,general_experience,2375
2026-01-23,2,The availability is terrible during rush hour. Had to wait over 20 minutes twice.,5,Phoenix,wait_times,2376
2026-01-23,5,Really impressed by how smooth the driving is. My coffee didn't spill once! Good concept but not ready for prime time yet. Too many quirks.,6,Miami,ride_smoothness,2377
2026-01-23,1,"Had a bad experience where the car took a very weird route. Added 10 min to my trip. Love how the car takes turns - no jerky movements, just smooth sailing.",5,Phoenix,general_experience,2378
2026-01-23,2,Service area is still too small. Half my regular destinations aren't covered.,0,Austin,coverage_area,2379
2026-01-23,4,Cheaper than I expected for an autonomous car ride. Very competitive pricing. Best rideshare experience available. The novelty never wears off.,9,San Francisco,pricing,2380
2026-01-23,3,Car arrived in under 3 minutes! Faster than any Uber I've ordered.,2,Austin,wait_times,2381
2026-01-23,4,Silky smooth ride every time. The car is so gentle with acceleration and braking.,0,San Francisco,ride_smoothness,2382
2026-01-23,4,The 360 sensors catch things a human driver would miss. Feels very secure. Not bad but not great either. Inconsistent experience depending on time of day.,1,Austin,safety_trust,2383
2026-01-23,5,Was nervous at first but after 50+ rides I trust the technology completely.,3,Miami,safety_trust,2384
2026-01-24,2,"Please expand to more cities! I want this everywhere, not just SF and Phoenix.",2,Austin,coverage_area,2385
2026-01-24,5,"The future is here and it's amazing. Clean car, no awkward conversation, perfect ride.",6,Los Angeles,general_experience,2386
2026-01-24,5,Best ride quality of any rideshare service. The car drives like a luxury chauffeur.,1,Miami,ride_smoothness,2387
2026-01-24,5,The consistency is what I love most. Every ride is the same great quality.,1,Austin,general_experience,2388
2026-01-24,5,Great app design. Setting pickup and dropoff locations is intuitive.,0,Austin,app_experience,2389
2026-01-24,5,Pleasantly surprised by the quick pickup. Only waited 2 minutes.,0,Austin,wait_times,2390
2026-01-24,4,The app is clean and easy to use. Love being able to track the car in real-time.,2,San Francisco,app_experience,2391
2026-01-24,2,Prices have gone up a lot recently. It used to be much more affordable.,1,Miami,pricing,2392
2026-01-25,5,Happy to see coverage in Austin now. The expansion is exciting.,0,Austin,coverage_area,2393
2026-01-25,2,Had to cancel after waiting 18 minutes. No cars available apparently.,1,Atlanta,wait_times,2394
2026-01-25,4,Best rideshare experience available. The novelty never wears off.,2,Phoenix,general_experience,2395
2026-01-25,3,Had to cancel after waiting 18 minutes. No cars available apparently. Smoother than any Uber ride I've ever taken. The car handles turns and stops so gently.,5,San Francisco,wait_times,2396
2026-01-25,5,The service area is growing fast. Can now get rides to places I couldn't before. Pricing during peak hours is getting close to Uber Black rates. Too expensive.,5,Austin,coverage_area,2397
2026-01-25,3,Would rate 5 stars if not for the consistently long wait times in my neighborhood.,1,Phoenix,wait_times,2398
2026-01-25,4,Quick pickup even during evening rush. Really improving on availability.,0,Los Angeles,wait_times,2399
2026-01-25,5,Best ride quality of any rideshare service. The car drives like a luxury chauffeur.,0,Atlanta,ride_smoothness,2400
2026-01-25,2,App froze mid-ride and I couldn't see my route or ETA. Stressful.,0,Atlanta,app_experience,2401
2026-01-25,3,Happy to see coverage in Austin now. The expansion is exciting.,2,Los Angeles,coverage_area,2402
2026-01-25,5,Pricing is fair and often cheaper than Uber during surge times. Converted my whole family to Waymo. We barely use regular rideshare anymore.,0,Miami,pricing,2403
2026-01-25,1,App froze mid-ride and I couldn't see my route or ETA. Stressful. The wait times are ridiculous in my area. 15-20 minutes every single time.,4,Atlanta,app_experience,2404
2026-01-25,5,"5 stars! Every ride has been great. Clean cars, smooth rides, futuristic experience.",0,Miami,general_experience,2405
2026-01-26,5,Cheaper than I expected for an autonomous car ride. Very competitive pricing.,2,Los Angeles,pricing,2406
2026-01-26,2,The car seemed to struggle with speed bumps and rough road surfaces.,3,Austin,ride_smoothness,2407
2026-01-26,5,The app is clean and easy to use. Love being able to track the car in real-time. The app drains my battery like crazy. Needs optimization badly.,11,Atlanta,app_experience,2408
2026-01-26,3,The car stopped in the middle of the road for no reason. Scary experience.,0,Los Angeles,safety_trust,2409
2026-01-26,3,The availability is terrible during rush hour. Had to wait over 20 minutes twice.,8,Phoenix,wait_times,2410
2026-01-26,4,Happy to see coverage in Austin now. The expansion is exciting. Ride was choppy in construction zones. The car kept stopping and starting.,0,Atlanta,coverage_area,2411
2026-01-26,3,The ride was incredibly smooth. Way better than most human drivers I've had in rideshare.,4,Atlanta,ride_smoothness,2412
2026-01-26,5,Car arrived in under 3 minutes! Faster than any Uber I've ordered. The fare estimate was $15 but I was charged $22. Pricing transparency needs work.,0,San Francisco,wait_times,2413
2026-01-26,2,Service area is still too small. Half my regular destinations aren't covered.,0,Austin,coverage_area,2414
2026-01-26,5,Best tech product I've used this year. Waymo is genuinely impressive.,5,Miami,general_experience,2415
2026-01-26,3,Waited 25 minutes for a pickup. This is my biggest complaint with the service.,1,Miami,wait_times,2416
2026-01-26,4,The new Atlanta service area is great. Covers most of the places I need to go.,6,Los Angeles,coverage_area,2417
2026-01-27,5,The new Atlanta service area is great. Covers most of the places I need to go.,5,Miami,coverage_area,2418
2026-01-27,4,The estimated arrival time was accurate. Car showed up right on time.,0,Atlanta,wait_times,2419
2026-01-27,1,"Love the ride but hate the wait. 20 minutes is not acceptable when I'm late. Simple, clean interface. Booking a ride takes literally 10 seconds.",3,San Francisco,wait_times,2420
2026-01-27,5,The driving quality is outstanding. Handles highway merges and city traffic beautifully.,1,Los Angeles,ride_smoothness,2421
2026-01-27,3,The car seemed to struggle with speed bumps and rough road surfaces.,0,San Francisco,ride_smoothness,2422
2026-01-27,3,Service area is still too small. Half my regular destinations aren't covered. Life-changing service for someone who can't drive. Thank you Waymo!,7,Los Angeles,coverage_area,2423
2026-01-27,4,The defensive driving is excellent. The car gives cyclists extra space automatically.,7,Atlanta,safety_trust,2424
2026-01-27,1,Had to cancel after waiting 18 minutes. No cars available apparently.,7,San Francisco,wait_times,2425
2026-01-27,3,The app drains my battery like crazy. Needs optimization badly.,1,Atlanta,app_experience,2426
2026-01-27,3,Payment processing failed twice. Had to reinstall the app to fix it.,2,Los Angeles,app_experience,2427
2026-01-27,2,Pricing during peak hours is getting close to Uber Black rates. Too expensive.,1,San Francisco,pricing,2428
2026-01-27,4,Cheaper than I expected for an autonomous car ride. Very competitive pricing.,6,Phoenix,pricing,2429
2026-01-27,2,Love the ride but hate the wait. 20 minutes is not acceptable when I'm late.,0,Phoenix,wait_times,2430
2026-01-27,4,Quick pickup even during evening rush. Really improving on availability. Amazing technology. I tell everyone about Waymo. It's truly impressive.,4,Atlanta,wait_times,2431
2026-01-27,2,Waited 25 minutes for a pickup. This is my biggest complaint with the service.,0,Austin,wait_times,2432
2026-01-28,2,Had a close call with a cyclist. The car saw them late and braked hard.,2,San Francisco,safety_trust,2433
2026-01-28,5,The consistency is what I love most. Every ride is the same great quality.,1,Austin,general_experience,2434
2026-01-28,5,Best rideshare experience available. The novelty never wears off.,1,Los Angeles,general_experience,2435
2026-01-28,5,Wait time has gotten so much better in the last few months. Usually under 5 min now.,1,Atlanta,wait_times,2436
2026-01-28,3,The ride was incredibly smooth. Way better than most human drivers I've had in rideshare.,5,Miami,ride_smoothness,2437
2026-01-28,1,Not fully confident yet. The car sometimes makes decisions that feel unpredictable.,4,Phoenix,safety_trust,2438
2026-01-28,1,The availability is terrible during rush hour. Had to wait over 20 minutes twice. The coverage map is confusing and the boundaries keep changing.,1,Miami,wait_times,2439
2026-01-28,3,"Wait times have gotten worse recently. Used to be 5 min, now it's 15+.",2,Los Angeles,wait_times,2440
2026-01-28,2,Waited 25 minutes for a pickup. This is my biggest complaint with the service. So glad they expanded to my neighborhood! Coverage keeps getting better.,1,Los Angeles,wait_times,2441
2026-02-01,2,The coverage map is confusing and the boundaries keep changing. The wait times are ridiculous in my area. 15-20 minutes every single time.,3,Los Angeles,coverage_area,2442
2026-02-01,5,"The autonomous driving is remarkably smooth. Braking, acceleration, lane changes - all very natural.",2,San Francisco,ride_smoothness,2443
2026-02-01,1,Estimated 8 minute wait turned into 22 minutes. Very frustrating.,0,Phoenix,wait_times,2444
2026-02-01,5,The estimated arrival time was accurate. Car showed up right on time.,2,Austin,wait_times,2445
2026-02-01,5,The app experience is premium. Love the music and climate controls in the app. The car took me to the wrong entrance of a mall. Minor but annoying.,0,Atlanta,app_experience,2446
2026-02-01,4,The estimated arrival time was accurate. Car showed up right on time.,3,Phoenix,wait_times,2447
2026-02-01,2,"The car got confused by a delivery truck double-parked. Just sat there for 2 minutes. The future is here and it's amazing. Clean car, no awkward conversation, perfect ride.",3,Phoenix,safety_trust,2448
2026-02-01,3,The car accelerated really aggressively merging onto the freeway. Uncomfortable.,0,Atlanta,ride_smoothness,2449
2026-02-01,4,The app experience is premium. Love the music and climate controls in the app.,7,Atlanta,app_experience,2450
2026-02-01,4,Happy to see coverage in Austin now. The expansion is exciting.,2,San Francisco,coverage_area,2451
2026-02-01,4,The 360 sensors catch things a human driver would miss. Feels very secure.,2,Austin,safety_trust,2452
2026-02-01,3,"Consistently smooth rides. The car navigates complex intersections with ease. Simple, clean interface. Booking a ride takes literally 10 seconds.",0,Atlanta,ride_smoothness,2453
2026-02-01,4,The service area is growing fast. Can now get rides to places I couldn't before.,0,Los Angeles,coverage_area,2454
2026-02-01,5,Was nervous at first but after 50+ rides I trust the technology completely.,0,Los Angeles,safety_trust,2455
2026-02-02,5,Coverage in SF is excellent now. Can go almost anywhere in the city.,0,Los Angeles,coverage_area,2456
2026-02-02,5,The driving quality is outstanding. Handles highway merges and city traffic beautifully.,0,Phoenix,ride_smoothness,2457
2026-02-02,5,The ride was incredibly smooth. Way better than most human drivers I've had in rideshare.,0,Los Angeles,ride_smoothness,2458
2026-02-02,3,Estimated 8 minute wait turned into 22 minutes. Very frustrating.,7,Phoenix,wait_times,2459
2026-02-02,4,Wait time has gotten so much better in the last few months. Usually under 5 min now.,0,Austin,wait_times,2460
2026-02-02,2,App crashes frequently when trying to set a destination. Really annoying. The car seemed to struggle with speed bumps and rough road surfaces.,2,Austin,app_experience,2461
2026-02-02,5,Wait time has gotten so much better in the last few months. Usually under 5 min now. Not fully confident yet. The car sometimes makes decisions that feel unpredictable.,3,Los Angeles,wait_times,2462
2026-02-02,4,Wait time has gotten so much better in the last few months. Usually under 5 min now.,3,Atlanta,wait_times,2463
2026-02-02,2,Would rate 5 stars if not for the consistently long wait times in my neighborhood.,1,Los Angeles,wait_times,2464
2026-02-02,4,The ride was incredibly smooth. Way better than most human drivers I've had in rideshare.,0,San Francisco,ride_smoothness,2465
2026-02-02,5,Was nervous at first but after 50+ rides I trust the technology completely.,1,Miami,safety_trust,2466
2026-02-03,4,Wait time has gotten so much better in the last few months. Usually under 5 min now.,2,Austin,wait_times,2467
2026-02-03,4,"After 100+ rides, I can say this is the most reliable transportation option I have. Pricing during peak hours is getting close to Uber Black rates. Too expensive.",0,Austin,general_experience,2468
2026-02-03,5,Pricing is fair and often cheaper than Uber during surge times. Not fully confident yet. The car sometimes makes decisions that feel unpredictable.,0,San Francisco,pricing,2469
2026-02-03,3,Got nervous when the car hesitated at a 4-way stop for way too long. Wait time has gotten so much better in the last few months. Usually under 5 min now.,4,Phoenix,safety_trust,2470
2026-02-03,3,The service area is growing fast. Can now get rides to places I couldn't before.,0,Miami,coverage_area,2471
2026-02-03,4,Coverage in SF is excellent now. Can go almost anywhere in the city.,0,Los Angeles,coverage_area,2472
2026-02-03,5,Great app design. Setting pickup and dropoff locations is intuitive.,0,Austin,app_experience,2473
2026-02-03,2,UI is confusing for first-time users. My parents couldn't figure out how to book.,3,Los Angeles,app_experience,2474
2026-02-04,3,The estimated arrival time was accurate. Car showed up right on time.,0,San Francisco,wait_times,2475
2026-02-04,5,Best rideshare experience available. The novelty never wears off. The biggest issue is reliability of pickup times. I've been burned too many times.,1,Atlanta,general_experience,2476
2026-02-04,5,The 360 sensors catch things a human driver would miss. Feels very secure.,0,San Francisco,safety_trust,2477
2026-02-04,4,Car arrived in under 3 minutes! Faster than any Uber I've ordered.,2,Miami,wait_times,2478
2026-02-04,4,The defensive driving is excellent. The car gives cyclists extra space automatically.,0,Atlanta,safety_trust,2479
2026-02-04,3,Trust in the technology has grown with every ride. Now I prefer it over human drivers.,0,Austin,safety_trust,2480
2026-02-04,5,The app is clean and easy to use. Love being able to track the car in real-time. Prices have gone up a lot recently. It used to be much more affordable.,2,Phoenix,app_experience,2481
2026-02-04,4,The app experience is premium. Love the music and climate controls in the app. My biggest frustration is the limited coverage area. Can't get to the airport yet.,0,San Francisco,app_experience,2482
2026-02-05,4,Happy to see coverage in Austin now. The expansion is exciting.,0,Miami,coverage_area,2483
2026-02-05,2,The biggest issue is reliability of pickup times. I've been burned too many times. Pleasantly surprised by the quick pickup. Only waited 2 minutes.,0,Austin,wait_times,2484
2026-02-05,5,Smoother than any Uber ride I've ever taken. The car handles turns and stops so gently.,2,San Francisco,ride_smoothness,2485
2026-02-05,4,Car arrived in under 3 minutes! Faster than any Uber I've ordered.,6,San Francisco,wait_times,2486
2026-02-05,5,Amazing technology. I tell everyone about Waymo. It's truly impressive. Best rideshare experience available. The novelty never wears off.,0,Los Angeles,general_experience,2487
2026-02-05,1,My biggest frustration is the limited coverage area. Can't get to the airport yet.,4,Miami,coverage_area,2488
2026-02-05,2,Love the ride but hate the wait. 20 minutes is not acceptable when I'm late.,0,Phoenix,wait_times,2489
2026-02-05,5,Car arrived in under 3 minutes! Faster than any Uber I've ordered.,2,Phoenix,wait_times,2490
2026-02-05,3,Waited 25 minutes for a pickup. This is my biggest complaint with the service.,0,Austin,wait_times,2491
